IdSession,IdPSX,IdSubscriber,StartSession,EndSession,Duartion,UpTx,DownTx,date
14339,3,8483,2024-01-02T01:17:18Z,NA,3162,44120954,48017561,2024-01-02
14346,3,7587,2024-01-02T01:42:08Z,NA,1672,37338280,42120292,2024-01-02
14340,3,6705,2024-01-02T01:19:38Z,NA,3022,372457594,402547574,2024-01-02
14335,3,8454,2024-01-02T00:31:57Z,NA,5883,166318009,180134164,2024-01-02
14350,3,4199,2024-01-02T02:06:50Z,NA,190,8891861,9155945,2024-01-02
14338,3,5597,2024-01-02T01:06:16Z,NA,3824,79793692,85047708,2024-01-02
14343,3,9111,2024-01-02T01:30:38Z,NA,2362,280822726,319027753,2024-01-02
14341,3,8724,2024-01-02T01:28:41Z,NA,2479,87052753,109721271,2024-01-02
14344,3,7085,2024-01-02T01:36:32Z,NA,2008,4151161,4364899,2024-01-02
14336,3,4336,2024-01-02T00:45:04Z,NA,5096,320061470,371832664,2024-01-02
14331,3,8998,2024-01-02T00:13:01Z,NA,7619,124290290,132471430,2024-01-02
14347,3,8862,2024-01-02T01:52:17Z,NA,1663,75609873,92671368,2024-01-02
14332,3,7505,2024-01-02T00:12:51Z,NA,7629,346606332,499060071,2024-01-02
14334,3,5241,2024-01-02T00:34:13Z,NA,6347,679485784,760472448,2024-01-02
14333,3,6646,2024-01-02T00:20:26Z,NA,7174,170199574,245999568,2024-01-02
14345,3,8143,2024-01-02T01:49:42Z,NA,1818,115951794,140794020,2024-01-02
14349,3,8861,2024-01-02T02:03:48Z,NA,972,2756092,3180195,2024-01-02
14337,3,5856,2024-01-02T01:09:39Z,NA,4221,281637461,373067863,2024-01-02
14348,3,8417,2024-01-02T01:51:48Z,NA,1692,2540292,3334903,2024-01-02
14342,3,8953,2024-01-02T01:39:36Z,NA,2424,140062375,198364767,2024-01-02
14339,3,8483,2024-01-02T01:17:18Z,NA,3762,41659938,41982624,2024-01-02
14346,3,7587,2024-01-02T01:42:08Z,NA,2272,4629100,5801476,2024-01-02
14340,3,6705,2024-01-02T01:19:38Z,NA,3622,484368157,651841136,2024-01-02
14335,3,8454,2024-01-02T00:31:57Z,NA,6483,97926405,124997849,2024-01-02
14350,3,4199,2024-01-02T02:06:50Z,NA,790,23918698,35697586,2024-01-02
14338,3,5597,2024-01-02T01:06:16Z,NA,4424,110090462,112332904,2024-01-02
14351,3,3913,2024-01-02T02:11:08Z,NA,532,962060,1078712,2024-01-02
14343,3,9111,2024-01-02T01:30:38Z,NA,2962,303039796,314518823,2024-01-02
14341,3,8724,2024-01-02T01:28:41Z,NA,3079,122002450,134509997,2024-01-02
14344,3,7085,2024-01-02T01:36:32Z,NA,2608,13023298,18427967,2024-01-02
14352,3,8641,2024-01-02T02:12:02Z,NA,478,724566,899145,2024-01-02
14336,3,4336,2024-01-02T00:45:04Z,NA,5696,244834276,323812196,2024-01-02
14353,3,8532,2024-01-02T02:26:36Z,NA,204,3375591,3556525,2024-01-02
14331,3,8998,2024-01-02T00:13:01Z,NA,8219,145610344,211584248,2024-01-02
14347,3,8862,2024-01-02T01:52:17Z,NA,2263,107641282,158656171,2024-01-02
14332,3,7505,2024-01-02T00:12:51Z,NA,8229,447291825,473824348,2024-01-02
14334,3,5241,2024-01-02T00:34:13Z,NA,6947,756307642,819818038,2024-01-02
14333,3,6646,2024-01-02T00:20:26Z,NA,7774,175488836,211498473,2024-01-02
14345,3,8143,2024-01-02T01:49:42Z,NA,2418,176719702,263436432,2024-01-02
14349,3,8861,2024-01-02T02:03:48Z,NA,1572,5019665,5624112,2024-01-02
14337,3,5856,2024-01-02T01:09:39Z,NA,4821,334813985,451795186,2024-01-02
14348,3,8417,2024-01-02T01:51:48Z,NA,2292,14509016,14666118,2024-01-02
14342,3,8953,2024-01-02T01:39:36Z,NA,3024,115869086,160450500,2024-01-02
14339,3,8483,2024-01-02T01:17:18Z,NA,4362,79269871,98670686,2024-01-02
14346,3,7587,2024-01-02T01:42:08Z,NA,2872,47925884,58845974,2024-01-02
14354,3,8271,2024-01-02T02:22:41Z,NA,439,247114,329793,2024-01-02
14340,3,6705,2024-01-02T01:19:38Z,NA,4222,465252083,612107162,2024-01-02
14335,3,8454,2024-01-02T00:31:57Z,NA,7083,149090294,207357521,2024-01-02
14350,3,4199,2024-01-02T02:06:50Z,NA,1390,45316954,53064454,2024-01-02
14338,3,5597,2024-01-02T01:06:16Z,NA,5024,109846913,136364521,2024-01-02
14351,3,3913,2024-01-02T02:11:08Z,NA,1132,10323905,11157509,2024-01-02
14343,3,9111,2024-01-02T01:30:38Z,NA,3562,309773826,386368023,2024-01-02
14341,3,8724,2024-01-02T01:28:41Z,NA,3679,140270415,163278378,2024-01-02
14344,3,7085,2024-01-02T01:36:32Z,NA,3208,33770395,49632607,2024-01-02
14352,3,8641,2024-01-02T02:12:02Z,NA,1078,9366158,11699938,2024-01-02
14336,3,4336,2024-01-02T00:45:04Z,NA,6296,283932607,380870181,2024-01-02
14353,3,8532,2024-01-02T02:26:36Z,NA,804,12463518,17916970,2024-01-02
14331,3,8998,2024-01-02T00:13:01Z,NA,8819,137555957,184716403,2024-01-02
14347,3,8862,2024-01-02T01:52:17Z,NA,2863,167839794,199046012,2024-01-02
14332,3,7505,2024-01-02T00:12:51Z,NA,8829,525844612,547787261,2024-01-02
14334,3,5241,2024-01-02T00:34:13Z,NA,7547,964447567,1016769024,2024-01-02
14333,3,6646,2024-01-02T00:20:26Z,NA,8374,299416695,301584047,2024-01-02
14345,3,8143,2024-01-02T01:49:42Z,NA,3018,184084941,239145831,2024-01-02
14355,3,7410,2024-01-02T02:39:38Z,NA,22,323584,392015,2024-01-02
14349,3,8861,2024-01-02T02:03:48Z,NA,2172,9174170,11274605,2024-01-02
14337,3,5856,2024-01-02T01:09:39Z,NA,5421,388830356,485330040,2024-01-02
14348,3,8417,2024-01-02T01:51:48Z,NA,2892,7668007,8520400,2024-01-02
14342,3,8953,2024-01-02T01:39:36Z,NA,3624,151663212,157818465,2024-01-02
14339,3,8483,2024-01-02T01:17:18Z,NA,4962,82487847,99093776,2024-01-02
14346,3,7587,2024-01-02T01:42:08Z,NA,3472,11805628,13746148,2024-01-02
14354,3,8271,2024-01-02T02:22:41Z,NA,1039,9494851,9789653,2024-01-02
14340,3,6705,2024-01-02T01:19:38Z,NA,4822,505061340,750694439,2024-01-02
14356,3,6065,2024-01-02T02:32:30Z,NA,450,9837171,12382411,2024-01-02
14335,3,8454,2024-01-02T00:31:57Z,NA,7683,217779035,274841448,2024-01-02
14350,3,4199,2024-01-02T02:06:50Z,NA,1990,54151407,71121673,2024-01-02
14338,3,5597,2024-01-02T01:06:16Z,NA,5624,119593541,137629585,2024-01-02
14351,3,3913,2024-01-02T02:11:08Z,NA,1732,29905098,37886360,2024-01-02
14357,3,7156,2024-01-02T02:32:22Z,NA,458,8883664,12820836,2024-01-02
14343,3,9111,2024-01-02T01:30:38Z,NA,4162,378439406,441108202,2024-01-02
14341,3,8724,2024-01-02T01:28:41Z,NA,4279,135947434,173427593,2024-01-02
14344,3,7085,2024-01-02T01:36:32Z,NA,3808,22356485,25420197,2024-01-02
14352,3,8641,2024-01-02T02:12:02Z,NA,1678,2401369,2920542,2024-01-02
14336,3,4336,2024-01-02T00:45:04Z,NA,6896,353462949,402337611,2024-01-02
14353,3,8532,2024-01-02T02:26:36Z,NA,1404,27685785,30254393,2024-01-02
14331,3,8998,2024-01-02T00:13:01Z,NA,9419,233325080,274490189,2024-01-02
14347,3,8862,2024-01-02T01:52:17Z,NA,3463,204772763,245540350,2024-01-02
14332,3,7505,2024-01-02T00:12:51Z,NA,9429,457111046,651450942,2024-01-02
14334,3,5241,2024-01-02T00:34:13Z,NA,8147,804793711,1035031458,2024-01-02
14333,3,6646,2024-01-02T00:20:26Z,NA,8974,239956112,317373426,2024-01-02
14345,3,8143,2024-01-02T01:49:42Z,NA,3618,211899432,281887227,2024-01-02
14355,3,7410,2024-01-02T02:39:38Z,NA,622,9010212,12333326,2024-01-02
14349,3,8861,2024-01-02T02:03:48Z,NA,2772,40449285,55686130,2024-01-02
14337,3,5856,2024-01-02T01:09:39Z,NA,6021,529311998,628315305,2024-01-02
14348,3,8417,2024-01-02T01:51:48Z,NA,3492,49144843,66577371,2024-01-02
14342,3,8953,2024-01-02T01:39:36Z,NA,4224,104947336,137423974,2024-01-02
14339,3,8483,2024-01-02T01:17:18Z,NA,5562,40324140,50820718,2024-01-02
14346,3,7587,2024-01-02T01:42:08Z,NA,4072,28725775,39620653,2024-01-02
14354,3,8271,2024-01-02T02:22:41Z,NA,1639,5130689,7387706,2024-01-02
14340,3,6705,2024-01-02T01:19:38Z,NA,5422,652557341,832037706,2024-01-02
14356,3,6065,2024-01-02T02:32:30Z,NA,1050,21866835,31665696,2024-01-02
14335,3,8454,2024-01-02T00:31:57Z,NA,8283,176496774,184814196,2024-01-02
14350,3,4199,2024-01-02T02:06:50Z,NA,2590,60003124,63055143,2024-01-02
14338,3,5597,2024-01-02T01:06:16Z,NA,6224,210904488,266883940,2024-01-02
14351,3,3913,2024-01-02T02:11:08Z,NA,2332,6370515,7999671,2024-01-02
14357,3,7156,2024-01-02T02:32:22Z,NA,1058,21217901,24021668,2024-01-02
14343,3,9111,2024-01-02T01:30:38Z,NA,4762,429685628,499294163,2024-01-02
14341,3,8724,2024-01-02T01:28:41Z,NA,4879,263015700,305169803,2024-01-02
14344,3,7085,2024-01-02T01:36:32Z,NA,4408,45062942,54861227,2024-01-02
14358,3,6516,2024-01-02T02:49:23Z,NA,37,1732432,2516099,2024-01-02
14352,3,8641,2024-01-02T02:12:02Z,NA,2278,2915689,4095351,2024-01-02
14336,3,4336,2024-01-02T00:45:04Z,NA,7496,427897004,431637396,2024-01-02
14353,3,8532,2024-01-02T02:26:36Z,NA,2004,35961382,46673939,2024-01-02
14331,3,8998,2024-01-02T00:13:01Z,NA,10019,250084887,253045912,2024-01-02
14347,3,8862,2024-01-02T01:52:17Z,NA,4063,196883729,265282069,2024-01-02
14332,3,7505,2024-01-02T00:12:51Z,NA,10029,532561684,719971628,2024-01-02
14334,3,5241,2024-01-02T00:34:13Z,NA,8747,922396804,1362504317,2024-01-02
14333,3,6646,2024-01-02T00:20:26Z,NA,9574,294676673,300967393,2024-01-02
14345,3,8143,2024-01-02T01:49:42Z,NA,4218,332886067,337010407,2024-01-02
14355,3,7410,2024-01-02T02:39:38Z,NA,1222,25125931,34271806,2024-01-02
14349,3,8861,2024-01-02T02:03:48Z,NA,3372,3933033,4155689,2024-01-02
14337,3,5856,2024-01-02T01:09:39Z,NA,6621,538901513,554702306,2024-01-02
14348,3,8417,2024-01-02T01:51:48Z,NA,4092,25545030,29653149,2024-01-02
14359,3,8818,2024-01-02T02:53:09Z,NA,411,6411664,8323605,2024-01-02
14342,3,8953,2024-01-02T01:39:36Z,NA,4824,381424605,404052821,2024-01-02
14339,3,8483,2024-01-02T01:17:18Z,NA,6162,26428071,26617399,2024-01-02
14360,3,6243,2024-01-02T02:50:38Z,NA,562,5687851,6581037,2024-01-02
14346,3,7587,2024-01-02T01:42:08Z,NA,4672,23869595,28179481,2024-01-02
14354,3,8271,2024-01-02T02:22:41Z,NA,2239,7168849,9341701,2024-01-02
14340,3,6705,2024-01-02T01:19:38Z,NA,6022,613621864,912311535,2024-01-02
14356,3,6065,2024-01-02T02:32:30Z,NA,1650,8723914,12704352,2024-01-02
14335,3,8454,2024-01-02T00:31:57Z,NA,8883,208841628,243681936,2024-01-02
14350,3,4199,2024-01-02T02:06:50Z,NA,3190,53101298,65193213,2024-01-02
14338,3,5597,2024-01-02T01:06:16Z,NA,6824,153756532,210289781,2024-01-02
14351,3,3913,2024-01-02T02:11:08Z,NA,2932,5646937,8053876,2024-01-02
14357,3,7156,2024-01-02T02:32:22Z,NA,1658,49355934,54916159,2024-01-02
14343,3,9111,2024-01-02T01:30:38Z,NA,5362,512451892,539996629,2024-01-02
14341,3,8724,2024-01-02T01:28:41Z,NA,5479,148667808,222928286,2024-01-02
14344,3,7085,2024-01-02T01:36:32Z,NA,5008,116316321,131051372,2024-01-02
14358,3,6516,2024-01-02T02:49:23Z,NA,637,51266374,74190457,2024-01-02
14361,3,4626,2024-01-02T02:51:37Z,NA,503,10810906,14754471,2024-01-02
14352,3,8641,2024-01-02T02:12:02Z,NA,2878,11133320,14550981,2024-01-02
14336,3,4336,2024-01-02T00:45:04Z,NA,8096,330198288,335026473,2024-01-02
14353,3,8532,2024-01-02T02:26:36Z,NA,2604,38180762,52166494,2024-01-02
14331,3,8998,2024-01-02T00:13:01Z,NA,10619,219177756,234122966,2024-01-02
14347,3,8862,2024-01-02T01:52:17Z,NA,4663,245848568,265704255,2024-01-02
14332,3,7505,2024-01-02T00:12:51Z,NA,10629,570501187,806158242,2024-01-02
14334,3,5241,2024-01-02T00:34:13Z,NA,9347,920678596,1240688255,2024-01-02
14333,3,6646,2024-01-02T00:20:26Z,NA,10174,325695967,326159438,2024-01-02
14345,3,8143,2024-01-02T01:49:42Z,NA,4818,306865712,361863801,2024-01-02
14355,3,7410,2024-01-02T02:39:38Z,NA,1822,27978222,39198553,2024-01-02
14349,3,8861,2024-01-02T02:03:48Z,NA,3972,34964966,46848471,2024-01-02
14337,3,5856,2024-01-02T01:09:39Z,NA,7221,534483163,647913714,2024-01-02
14348,3,8417,2024-01-02T01:51:48Z,NA,4692,31583801,36747747,2024-01-02
14359,3,8818,2024-01-02T02:53:09Z,NA,1011,19297578,22322509,2024-01-02
14342,3,8953,2024-01-02T01:39:36Z,NA,5424,131575764,185902810,2024-01-02
14339,3,8483,2024-01-02T01:17:18Z,NA,6762,85311336,113195206,2024-01-02
14360,3,6243,2024-01-02T02:50:38Z,NA,1162,5508540,7312844,2024-01-02
14346,3,7587,2024-01-02T01:42:08Z,NA,5272,10828496,11527488,2024-01-02
14354,3,8271,2024-01-02T02:22:41Z,NA,2839,18649609,20395838,2024-01-02
14340,3,6705,2024-01-02T01:19:38Z,NA,6622,790927631,877608780,2024-01-02
14356,3,6065,2024-01-02T02:32:30Z,NA,2250,14437686,17056542,2024-01-02
14335,3,8454,2024-01-02T00:31:57Z,NA,9483,213443108,272486964,2024-01-02
14350,3,4199,2024-01-02T02:06:50Z,NA,3790,75540756,106841772,2024-01-02
14338,3,5597,2024-01-02T01:06:16Z,NA,7424,214584930,215522039,2024-01-02
14351,3,3913,2024-01-02T02:11:08Z,NA,3532,29450584,34849769,2024-01-02
14357,3,7156,2024-01-02T02:32:22Z,NA,2258,70398210,72344717,2024-01-02
14343,3,9111,2024-01-02T01:30:38Z,NA,5962,509952105,764622876,2024-01-02
14341,3,8724,2024-01-02T01:28:41Z,NA,6079,234033766,336981804,2024-01-02
14344,3,7085,2024-01-02T01:36:32Z,NA,5608,73757424,84054602,2024-01-02
14358,3,6516,2024-01-02T02:49:23Z,NA,1237,87111626,94596058,2024-01-02
14361,3,4626,2024-01-02T02:51:37Z,NA,1103,14227549,15957109,2024-01-02
14352,3,8641,2024-01-02T02:12:02Z,NA,3478,2925086,3992585,2024-01-02
14336,3,4336,2024-01-02T00:45:04Z,NA,8696,337844594,447698770,2024-01-02
14353,3,8532,2024-01-02T02:26:36Z,NA,3204,51344272,56733587,2024-01-02
14331,3,8998,2024-01-02T00:13:01Z,NA,11219,218917661,224296447,2024-01-02
14347,3,8862,2024-01-02T01:52:17Z,NA,5263,309456153,444014928,2024-01-02
14332,3,7505,2024-01-02T00:12:51Z,NA,11229,732428252,1061740827,2024-01-02
14334,3,5241,2024-01-02T00:34:13Z,NA,9947,1252233516,1355159650,2024-01-02
14333,3,6646,2024-01-02T00:20:26Z,NA,10774,278103705,307683546,2024-01-02
14345,3,8143,2024-01-02T01:49:42Z,NA,5418,337494476,395561080,2024-01-02
14355,3,7410,2024-01-02T02:39:38Z,NA,2422,69459904,77051901,2024-01-02
14349,3,8861,2024-01-02T02:03:48Z,NA,4572,32916826,38838675,2024-01-02
14337,3,5856,2024-01-02T01:09:39Z,NA,7821,512550292,682286067,2024-01-02
14348,3,8417,2024-01-02T01:51:48Z,NA,5292,43663680,44434878,2024-01-02
14359,3,8818,2024-01-02T02:53:09Z,NA,1611,20983450,23787825,2024-01-02
14342,3,8953,2024-01-02T01:39:36Z,NA,6024,107815282,150520447,2024-01-02
14339,3,8483,2024-01-02T01:17:18Z,NA,7362,52064215,63660952,2024-01-02
14360,3,6243,2024-01-02T02:50:38Z,NA,1762,1348444,1457052,2024-01-02
14346,3,7587,2024-01-02T01:42:08Z,NA,5872,82378371,110058132,2024-01-02
14354,3,8271,2024-01-02T02:22:41Z,NA,3439,43125109,48480455,2024-01-02
14340,3,6705,2024-01-02T01:19:38Z,NA,7222,716486763,1037913378,2024-01-02
14356,3,6065,2024-01-02T02:32:30Z,NA,2850,17303665,25917435,2024-01-02
14335,3,8454,2024-01-02T00:31:57Z,NA,10083,231032634,296156269,2024-01-02
14350,3,4199,2024-01-02T02:06:50Z,NA,4390,53672987,80100409,2024-01-02
14338,3,5597,2024-01-02T01:06:16Z,NA,8024,179266555,232945449,2024-01-02
14351,3,3913,2024-01-02T02:11:08Z,NA,4132,70290738,80581641,2024-01-02
14357,3,7156,2024-01-02T02:32:22Z,NA,2858,64948235,72439436,2024-01-02
14343,3,9111,2024-01-02T01:30:38Z,NA,6562,508254947,736928070,2024-01-02
14341,3,8724,2024-01-02T01:28:41Z,NA,6679,211788441,235574368,2024-01-02
14344,3,7085,2024-01-02T01:36:32Z,NA,6208,47717597,65329240,2024-01-02
14358,3,6516,2024-01-02T02:49:23Z,NA,1837,129344743,135944525,2024-01-02
14361,3,4626,2024-01-02T02:51:37Z,NA,1703,20161873,28157809,2024-01-02
14352,3,8641,2024-01-02T02:12:02Z,NA,4078,9222454,13199780,2024-01-02
14336,3,4336,2024-01-02T00:45:04Z,NA,9296,303049030,398923743,2024-01-02
14353,3,8532,2024-01-02T02:26:36Z,NA,3804,66012243,77368955,2024-01-02
14331,3,8998,2024-01-02T00:13:01Z,NA,11819,237984504,249793126,2024-01-02
14362,3,9419,2024-01-02T03:21:10Z,NA,530,3585303,4702187,2024-01-02
14347,3,8862,2024-01-02T01:52:17Z,NA,5863,314769431,411110079,2024-01-02
